index,time,millivolts
186,186.01256608963013,8172
187,187.0125515460968,8180
188,188.01235556602478,8180
189,189.0232400894165,8180
190,190.0123484134674,8180
191,191.0120656490326,8180
192,192.012051820755,8180
193,193.01201581954956,8180
194,194.01081895828247,8180
195,195.011944770813,8180
196,196.0118989944458,8180
197,197.01201176643372,8180
198,198.0122628211975,8172
199,199.00904035568237,8180
200,200.01173639297485,8172
201,201.0126359462738,8142
202,202.01227378845215,8172
203,203.01226830482483,8152
204,204.00920867919922,8172
205,205.01469588279724,8172
206,206.01211023330688,8172
207,207.0125277042389,8172
208,208.01200890541077,8172
209,209.00835347175598,8172
210,210.01199984550476,8172
211,211.0119652748108,8172
212,212.0123462677002,8084
213,213.01152729988098,8172
214,214.01389718055725,8172
215,215.01244854927063,8084
216,216.01269340515137,8172
217,217.0119912624359,8084
218,218.01182913780212,8172
219,219.01162481307983,8172
220,220.012433052063,8102
221,221.01222681999207,8172
222,222.0124614238739,8172
223,223.01195406913757,8172
224,224.0123074054718,8172
225,225.00916051864624,8172
226,226.01235914230347,8172
227,227.0131573677063,8162
228,228.01264667510986,8172
229,229.01255059242249,8172
230,230.00925874710083,8172
231,231.0134687423706,8172
232,232.01231026649475,8172
233,233.01217937469482,8162
234,234.01189017295837,8172
235,235.00906133651733,8172
236,236.01216435432434,8172
237,237.0128355026245,8172
238,238.0112795829773,8172
239,239.01228833198547,8172
240,240.00924253463745,8172
241,241.0126621723175,8162
242,242.0140664577484,8172
243,243.01253199577332,8162
244,244.01254534721375,8172
245,245.01476645469666,8172
246,246.01256942749023,8172
247,247.0124638080597,8162
248,248.01303124427795,8172
249,249.01230263710022,8162
250,250.01219773292542,8162
251,251.0135943889618,8162
252,252.01267623901367,8112
253,253.0175666809082,8162
254,254.01201939582825,8162
255,255.01321697235107,8162
256,256.0089237689972,8162
257,257.01224279403687,8162
258,258.01202845573425,8152
259,259.0121943950653,8162
260,260.01464319229126,8162
261,261.00934386253357,8162
262,262.01182079315186,8162
263,263.0121591091156,8162
264,264.01658511161804,8162
265,265.0168786048889,8162
266,266.0089011192322,8162
267,267.01274943351746,8162
268,268.0122685432434,8162
269,269.01170229911804,8162
270,270.0243182182312,8162
271,271.01613569259644,8162
272,272.01259446144104,8162
273,273.01218485832214,8162
274,274.0137252807617,8162
275,275.0128757953644,8162
276,276.0120589733124,8162
277,277.01224279403687,8162
278,278.01199531555176,8162
279,279.01243257522583,8162
280,280.01242780685425,8152
281,281.01234912872314,8152
282,282.013046503067,8162
283,283.01195669174194,8152
284,284.0117597579956,8152
285,285.0115752220154,8152
286,286.01142144203186,8152
287,287.0086991786957,8064
288,288.01160955429077,8162
289,289.0122947692871,8162
290,290.01365327835083,8152
291,291.0122826099396,8152
292,292.0092422962189,8152
293,293.01193022727966,8152
294,294.0120632648468,8152
295,295.0122194290161,8064
296,296.0133945941925,8152
297,297.01282572746277,8152
298,298.0117311477661,8152
299,299.0122196674347,8152
300,300.0130703449249,8152
301,301.0155358314514,8112
302,302.0142390727997,8112
303,303.0117254257202,8152
304,304.0123567581177,8152
305,305.0123665332794,8152
306,306.0118064880371,8152
307,307.0125296115875,8152
308,308.0131297111511,8152
309,309.0121052265167,8152
310,310.01222801208496,8152
311,311.0120544433594,8152
312,312.01228761672974,8152
313,313.0084054470062,8152
314,314.0114166736603,8152
315,315.0116038322449,8152
316,316.0122880935669,8152
317,317.0121524333954,8152
318,318.00907826423645,8102
319,319.01236367225647,8152
320,320.01200318336487,8142
321,321.01198744773865,8152
322,322.01192140579224,8152
323,323.00847721099854,8152
324,324.01258635520935,8084
325,325.0121240615845,8142
326,326.0120029449463,8142
327,327.01829862594604,8142
328,328.0131325721741,8142
329,329.013370513916,8132
330,330.0126049518585,8142
331,331.0118598937988,8142
332,332.0120129585266,8142
333,333.01655745506287,8142
334,334.0118248462677,8142
335,335.0126428604126,8142
336,336.0123484134674,8142
337,337.0120313167572,8142
338,338.0148766040802,8142
339,339.01287364959717,8142
340,340.0120778083801,8142
341,341.0119116306305,8122
342,342.01226019859314,8142
343,343.01281571388245,8142
344,344.0090489387512,8142
345,345.01158714294434,8142
346,346.0117440223694,8142
347,347.01252341270447,8142
348,348.01253032684326,8142
349,349.00849986076355,8142
350,350.01258087158203,8142
351,351.0194272994995,8142
352,352.01197123527527,8142
353,353.0129425525665,8142
354,354.0123248100281,8142
355,355.0120794773102,8142
356,356.0118353366852,8142
357,357.0117361545563,8142
358,358.01199746131897,8142
359,359.00883865356445,8142
360,360.0120725631714,8142
361,361.0124125480652,8142
362,362.01266288757324,8132
363,363.0117835998535,8142
364,364.01260471343994,8132
365,365.01222491264343,8132
366,366.0120904445648,8132
367,367.01208877563477,8132
368,368.0128216743469,8064
369,369.01205348968506,8132
370,370.0119638442993,8132
371,371.0126619338989,8132
372,372.0118091106415,8054
373,373.0123178958893,8132
374,374.0124089717865,8132
375,375.00924611091614,8132
376,376.01159930229187,8132
377,377.01203203201294,8132
378,378.0120828151703,8084
379,379.0121204853058,8074
380,380.00887966156006,8112
381,381.0121488571167,8132
382,382.0123915672302,8132
383,383.0120041370392,8132
384,384.01257157325745,8132
385,385.0089876651764,8132
386,386.01574206352234,8132
387,387.0115041732788,8132
388,388.01179480552673,8132
389,389.0119616985321,8132
390,390.00904726982117,8132
391,391.0128164291382,8132
392,392.0121386051178,8132
393,393.0116620063782,8132
394,394.01138401031494,8132
395,395.01692724227905,8132
396,396.01207661628723,8132
397,397.0136094093323,8132
398,398.0118432044983,8132
399,399.0134184360504,8122
400,400.0121102333069,8122
401,401.01248502731323,8132
402,402.01287508010864,8132
403,403.011887550354,8132
404,404.01231503486633,8132
405,405.0121932029724,8132
406,406.0078356266022,8132
407,407.01176929473877,8132
408,408.01613759994507,8132
409,409.01219940185547,8132
410,410.0118341445923,8132
411,411.0090401172638,8112
412,412.01202511787415,8132
413,413.01262307167053,8122
414,414.02027225494385,8132
415,415.011812210083,8084
416,416.008864402771,8122
417,417.01276183128357,8122
418,418.0123031139374,8122
419,419.012948513031,8122
420,420.0122766494751,8122
421,421.00912499427795,8034
422,422.0126280784607,8122
423,423.0121283531189,8122
424,424.0121343135834,8122
425,425.01216864585876,8122
426,426.0128707885742,8122
427,427.01235842704773,8122
428,428.0134000778198,8122
429,429.0121023654938,8122
430,430.0123043060303,8122
431,431.01194405555725,8034
432,432.01515769958496,8122
433,433.01234316825867,8122
434,434.0271873474121,8074
435,435.01193404197693,8122
436,436.01213693618774,8122
437,437.0124387741089,8122
438,438.01274847984314,8074
439,439.01203060150146,8122
440,440.0120360851288,8122
441,441.0119078159332,8122
442,442.01338505744934,8054
443,443.01225686073303,8122
444,444.0116398334503,8122
445,445.0135953426361,8122
446,446.0119397640228,8122
447,447.0091094970703,8122
448,448.0116021633148,8112
449,449.01220893859863,8122
450,450.01198744773865,8122
451,451.0119376182556,8122
452,452.009024143219,8122
453,453.01202845573425,8112
454,454.0119848251343,8084
455,455.0120861530304,8122
456,456.0125217437744,8034
457,457.01418709754944,8122
458,458.012832403183,8084
459,459.0125274658203,8122
460,460.01399874687195,8112
461,461.01263523101807,8122
462,462.0121910572052,8122
463,463.0122072696686,8112
464,464.012558221817,8122
465,465.01230907440186,8112
466,466.012282371521,8112
467,467.01229453086853,8112
468,468.00909423828125,8112
469,469.01216530799866,8112
470,470.01217460632324,8112
471,471.01431703567505,8112
472,472.0126509666443,8044
473,473.0091755390167,8112
474,474.01189160346985,8112
475,475.01214504241943,8112
476,476.0124192237854,8112
477,477.01225876808167,8092
478,478.0081694126129,8112
479,479.0120756626129,8102
480,480.01213359832764,8112
481,481.0118508338928,8112
482,482.0175929069519,8112
483,483.0092017650604,8112
484,484.011919260025,8112
485,485.0122992992401,8112
486,486.0127456188202,8112
487,487.0125708580017,8112
488,488.0091128349304,8112
489,489.012015581131,8112
490,490.0123553276062,8112
491,491.0121371746063,8112
492,492.0121855735779,8112
493,493.01515102386475,8112
494,494.014169216156,8112
495,495.0128719806671,8112
496,496.01208567619324,8112
497,497.01320481300354,8102
498,498.0123100280762,8112
499,499.01217007637024,8102
500,500.01275539398193,8054
501,501.01239562034607,8102
502,502.01243901252747,8102
503,503.012202501297,8074
504,504.00922298431396,8102
505,505.01224398612976,8102
506,506.01207637786865,8014
507,507.0122444629669,8102
508,508.01535844802856,8102
509,509.0089828968048,8102
510,510.01219296455383,8034
511,511.011919260025,8044
512,512.0126249790192,8102
513,513.022882938385,8102
514,514.0088181495667,8102
515,515.0121331214905,8054
516,516.0129761695862,8102
517,517.0120961666107,8102
518,518.0122590065002,8102
519,519.0086984634399,8102
520,520.0123462677002,8102
521,521.0122542381287,8084
522,522.0118474960327,8102
523,523.012876033783,8102
524,524.0146670341492,8092
525,525.0122714042664,8102
526,526.012122631073,8102
527,527.0123648643494,8102
528,528.0136137008667,8102
529,529.0122661590576,8102
530,530.0123431682587,8102
531,531.012398481369,8102
532,532.0122690200806,8102
533,533.012357711792,8102
534,534.0161817073822,8102
535,535.009327173233,8102
536,536.0122148990631,8102
537,537.0119681358337,8102
538,538.0122356414795,8102
539,539.0119760036469,8034
540,540.0091772079468,8102
541,541.0119063854218,8092
542,542.0124230384827,8092
543,543.0121483802795,8102
544,544.0127420425415,8102
545,545.0086665153503,8092
546,546.010892868042,8092
547,547.0121715068817,8092
548,548.011326789856,8092
549,549.0151920318604,8092
550,550.0091185569763,8092
551,551.0120034217834,8092
552,552.012752532959,8092
553,553.0119791030884,8092
554,554.0119607448578,8092
555,555.017495393753,8092
556,556.0120389461517,8092
557,557.0121030807495,8092
558,558.0116758346558,8054
559,559.0118267536163,8092
560,560.0147004127502,8092
561,561.0130853652954,8092
562,562.0116484165192,8092
563,563.0117802619934,8092
564,564.0118999481201,8084
565,565.01234126091,8092
566,566.0119938850403,8074
567,567.0116584300995,8092
568,568.0121698379517,8092
569,569.011887550354,8092
570,570.0119557380676,8092
571,571.0091741085052,8024
572,572.0119214057922,8092
573,573.0123219490051,8092
574,574.0123298168182,8044
575,575.01589012146,8092
576,576.00781083107,8092
577,577.0141808986664,8092
578,578.0123522281647,8092
579,579.0121850967407,8084
580,580.0115113258362,8092
581,581.0090839862823,8092
582,582.0133349895477,8092
583,583.0121691226959,8092
584,584.0119025707245,8092
585,585.011509180069,8092
586,586.0241539478302,8092
587,587.0124175548553,8092
588,588.0117502212524,8092
589,589.0121488571167,8092
590,590.0124988555908,8092
591,591.0125472545624,8092
592,592.0120921134949,8092
593,593.0122067928314,8092
594,594.022881269455,8092
595,595.0121722221375,8084
596,596.0121331214905,8092
597,597.0089886188507,8092
598,598.0122299194336,8084
599,599.011862039566,8092
600,600.0123150348663,8064
601,601.01322889328,8084
602,602.0090365409851,8084
603,603.012983083725,8084
604,604.012612581253,8024
605,605.0124714374542,8084
606,606.0119063854218,8044
607,607.0082664489746,8084
608,608.012228012085,8084
609,609.0122077465057,8084
610,610.0122826099396,8084
611,611.0120759010315,8084
612,612.0131015777588,8084
613,613.0122056007385,8084
614,614.0121610164642,8084
615,615.0123045444489,8084
616,616.0125463008881,8084
617,617.0156939029694,8084
618,618.0120358467102,8084
619,619.0121586322784,8084
620,620.0121555328369,8084
621,621.0122859477997,8004
622,622.0112237930298,8064
623,623.0123941898346,8084
624,624.012188911438,8084
625,625.0121035575867,8084
626,626.0120811462402,8084
627,627.0143203735352,8084
628,628.0088984966278,8084
629,629.0121464729309,8084
630,630.0120894908905,8084
631,631.0125849246979,8084
632,632.0126194953918,8084
633,633.0088458061218,8084
634,634.0122699737549,8084
635,635.0116097927094,8084
636,636.0122292041779,8084
637,637.0124719142914,8074
638,638.0090730190277,8074
639,639.0120372772217,8054
640,640.0123209953308,8074
641,641.012270450592,8074
642,642.0121591091156,8084
643,643.0088336467743,8044
644,644.0112235546112,8074
645,645.0118961334229,8074
646,646.0130751132965,8074
647,647.0114622116089,8074
648,648.0143129825592,8074
649,649.012099981308,8074
650,650.0121169090271,8074
651,651.1192057132721,8074
652,652.0124931335449,8074
653,653.0154242515564,8044
654,654.0130708217621,8074
655,655.0121765136719,8074
656,656.0120553970337,8074
657,657.0124154090881,8074
658,658.0119054317474,8074
659,659.0092318058014,8024
660,660.0121738910675,8074
661,661.0120551586151,8074
662,662.012707233429,8074
663,663.0122706890106,8074
664,664.0082352161407,8074
665,665.0125019550323,8074
666,666.0121586322784,8074
667,667.0123271942139,8074
668,668.0142502784729,8074
669,669.0086061954498,8014
670,670.0121853351593,8054
671,671.0115582942963,8074
672,672.0116927623749,8074
673,673.0119893550873,8074
674,674.0085923671722,8064
675,675.023115158081,8074
676,676.0125436782837,8064
677,677.012318611145,8064
678,678.0122299194336,8064
679,679.0209057331085,8054
680,680.0128054618835,8064
681,681.0120468139648,8064
682,682.012199640274,8064
683,683.0128462314606,8064
684,684.0120348930359,8064
685,685.0126984119415,8064
686,686.0124061107635,8064
687,687.0116789340973,8064
688,688.0123381614685,8064
689,689.013299703598,8014
690,690.0094158649445,8034
691,691.012039899826,8054
692,692.0128953456879,8064
693,693.0122220516205,8064
694,694.0142168998718,8064
695,695.009115934372,8064
696,696.0122289657593,8064
697,697.012077331543,8014
698,698.0128929615021,8064
699,699.0126914978027,8064
700,700.0090758800507,8064
701,701.0123958587646,8024
702,702.0127520561218,8064
703,703.0121591091156,8064
704,704.0121891498566,8064
705,705.0091154575348,8064
706,706.0122532844543,8064
707,707.0121695995331,7986
708,708.0120878219604,8064
709,709.0122902393341,8024
710,710.0148346424103,8064
711,711.0122578144073,8064
712,712.0131013393402,8064
713,713.0115339756012,8064
714,714.0126268863678,8064
715,715.0123674869537,8064
716,716.013377904892,7996
717,717.01247215271,8054
718,718.0130369663239,8054
719,719.0124094486237,8054
720,720.0153889656067,8054
721,721.0088081359863,8054
722,722.0123221874237,8054
723,723.0123505592346,8054
724,724.0123064517975,8054
725,725.0119681358337,8054
726,726.0085911750793,8054
727,727.012293100357,8054
728,728.0125963687897,8054
729,729.0123474597931,8054
730,730.0123515129089,8054
731,731.0092294216156,8054
732,732.0121986865997,8054
733,733.0121853351593,8054
734,734.0124440193176,8054
735,735.014328956604,8054
736,736.0097396373749,8054
737,737.0121734142303,8054
738,738.01269364357,8054
739,739.0121364593506,8054
740,740.0127673149109,8054
741,741.013918876648,8054
742,742.0122821331024,8054
743,743.013067483902,8054
744,744.0121042728424,8054
745,745.0120513439178,8054
746,746.012307882309,8004
747,747.0129425525665,8054
748,748.0121884346008,8054
749,749.0125377178192,8054
750,750.0147626399994,8054
751,751.0128364562988,8044
752,752.0127999782562,8054
753,753.012603521347,7966
754,754.0122320652008,8054
755,755.0121223926544,8054
756,756.0146532058716,8054
757,757.00923204422,8054
758,758.0126068592072,8044
759,759.0119409561157,8044
760,760.0120158195496,8054
761,761.0120675563812,8054
762,762.0093054771423,8054
763,763.0119390487671,7986
764,764.0114786624908,8054
765,765.0156712532043,8054
766,766.012158870697,8054
767,767.0091218948364,8054
768,768.0122218132019,8044
769,769.012307882309,8054
770,770.0140206813812,8044
771,771.0119335651398,8044
772,772.0261578559875,8014
773,773.0120265483856,8044
774,774.0113089084625,8054
775,775.0120160579681,8054
776,776.0127675533295,8054
777,777.0119104385376,8044
778,778.0132176876068,8044
779,779.0122449398041,8044
780,780.0158507823944,8044
781,781.012176990509,8054
782,782.0119860172272,8044
783,783.0085017681122,8004
784,784.0123190879822,8044
785,785.0121839046478,8044
786,786.0123565196991,8044
787,787.0122661590576,8044
788,788.0129611492157,8044
789,789.0120923519135,8044
790,790.0119676589966,8044
791,791.0118634700775,8044
792,792.0120635032654,8044
793,793.0092113018036,8044
794,794.0117888450623,8044
795,795.0150744915009,8044
796,796.0118136405945,8044
797,797.0120129585266,8024
798,798.0089344978333,8044
799,799.0122163295746,8044
800,800.0119180679321,8044
801,801.0120301246643,8014
802,802.0120613574982,7966
803,803.0347208976746,8044
804,804.0115830898285,8024
805,805.0124249458313,7986
806,806.0122838020325,8044
807,807.0112476348877,8044
808,808.0122487545013,8044
809,809.0128538608551,8044
810,810.0174641609192,8044
811,811.0112943649292,8044
812,812.0118870735168,8044
813,813.0120000839233,8044
814,814.016515493393,8044
815,815.0120272636414,8044
816,816.0121142864227,8044
817,817.0125062465668,8044
818,818.0124695301056,7976
819,819.0088953971863,8044
820,820.0117161273956,8044
821,821.0117523670197,8034
822,822.0121073722839,8034
823,823.0117835998535,8034
824,824.0083410739899,8034
825,825.0129175186157,8034
826,826.0121796131134,8034
827,827.0128121376038,8034
828,828.0120542049408,8034
829,829.0089492797852,7946
830,830.0120341777802,8034
831,831.013091802597,8024
832,832.0116131305695,8034
833,833.0121538639069,7986
834,834.0335774421692,8034
835,835.0222961902618,8034
836,836.0124568939209,8034
837,837.0117223262787,8034
838,838.0127944946289,8034
839,839.0124399662018,8034
840,840.0131046772003,8034
841,841.0121464729309,8034
842,842.012213230133,8034
843,843.011976480484,8034
844,844.0138921737671,8034
845,845.009473323822,8034
846,846.012038230896,8034
847,847.0131940841675,8034
848,848.013402223587,7996
849,849.0120344161987,8034
850,850.0092554092407,8034
851,851.0118317604065,8034
852,852.0121212005615,8024
853,853.0121936798096,7976
854,854.0118420124054,8024
855,855.0090277194977,7986
856,856.0119903087616,8024
857,857.0121665000916,8024
858,858.0126616954803,8034
859,859.0142319202423,8024
860,860.0085260868073,7986
861,861.0122060775757,8024
862,862.0121669769287,8024
863,863.0121614933014,8024
864,864.0121967792511,8024
865,865.015894651413,8024
866,866.011999130249,8024
867,867.0117712020874,8024
868,868.0119438171387,8024
869,869.0124125480652,8024
870,870.0129430294037,8004
871,871.0125930309296,8024
872,872.0121154785156,8004
873,873.0123426914215,8024
874,874.0197644233704,8024
875,875.012176990509,8024
876,876.0088400840759,8024
877,877.0114080905914,8024
878,878.0121159553528,8024
879,879.0114142894745,8024
880,880.0120196342468,8024
881,881.0088374614716,7996
882,882.0113399028778,8024
883,883.0120148658752,8024
884,884.0123493671417,7986
885,885.0119860172272,8024
886,886.0088465213776,8024
887,887.0117905139923,8024
888,888.0120384693146,8024
889,889.0133671760559,8024
890,890.0122151374817,8024
891,891.009067773819,8024
892,892.0115542411804,8024
893,893.0120441913605,8024
894,894.0121781826019,8024
895,895.011748790741,8024
896,896.0215814113617,8024
897,897.0120689868927,8014
898,898.0123143196106,8024
899,899.0119874477386,8014
900,900.0121703147888,8024
901,901.0124478340149,8024
902,902.0130243301392,8014
903,903.0122306346893,8014
904,904.0147085189819,8024
905,905.0118155479431,8014
906,906.0121347904205,8014
907,907.0128345489502,7966
908,908.012024641037,8014
909,909.0123796463013,8014
910,910.0122389793396,8014
911,911.0117611885071,8014
912,912.0089337825775,8014
913,913.0121114253998,8014
914,914.0123765468597,8014
915,915.0125234127045,8014
916,916.0133111476898,8014
917,917.0091083049774,8014
918,918.0137615203857,7996
919,919.0174796581268,8014
920,920.0119080543518,7956
921,921.011964559555,8014
922,922.009063243866,8014
923,923.013019323349,8014
924,924.0121319293976,8004
925,925.0119278430939,7966
926,926.0122163295746,8014
927,927.0172822475433,8014
928,928.0124003887177,8014
929,929.0120208263397,8014
930,930.0122377872467,8014
931,931.0123953819275,7996
932,932.0121445655823,7936
933,933.012140750885,7956
934,934.0119454860687,7956
935,935.0119476318359,8014
936,936.0112452507019,8014
937,937.0133774280548,8014
938,938.0116155147552,8014
939,939.0122327804565,8014
940,940.012300491333,8014
941,941.0119888782501,8014
942,942.0120241641998,8014
943,943.0095291137695,7996
944,944.0122179985046,8014
945,945.0122139453888,8014
946,946.0125820636749,8014
947,947.0121064186096,8014
948,948.0092186927795,8014
949,949.0122327804565,8014
950,950.0119035243988,8004
951,951.0121974945068,8014
952,952.012618303299,8014
953,953.0176601409912,8014
954,954.0122923851013,8014
955,955.0124237537384,8014
956,956.0126116275787,8004
957,957.01274061203,8014
958,958.0123298168182,8014
959,959.0121014118195,8014
960,960.0124659538269,8014
961,961.0121772289276,8004
962,962.0124497413635,8014
963,963.0120861530304,8014
964,964.0085806846619,8004
965,965.0118124485016,8004
966,966.0119502544403,8004
967,967.012293100357,8004
968,968.0169594287872,8004
969,969.0081105232239,8004
970,970.0127334594727,8004
971,971.0120899677277,8004
972,972.0124204158783,8004
973,973.0122275352478,8004
974,974.0084886550903,8004
975,975.0124318599701,8004
976,976.0120272636414,8004
977,977.01229429245,8004
978,978.0120120048523,7976
979,979.0089843273163,8004
980,980.012042760849,8004
981,981.0121409893036,8004
982,982.011976480484,8004
983,983.0126903057098,7946
984,984.0133082866669,8004
985,985.0118267536163,8004
986,986.0121898651123,7986
987,987.0136115550995,8004
988,988.0126616954803,7916
989,989.012190580368,8004
990,990.012946844101,8004
991,991.0128164291382,7986
992,992.0116143226624,8004
993,993.0123317241669,7936
994,994.0125172138214,7956
995,995.0089581012726,8004
996,996.0123355388641,8004
997,997.0235233306885,8004
998,998.0123314857483,8004
999,999.0122735500336,7966
1000,1000.009085893631,8004
1001,1001.0119743347168,8004
1002,1002.0142982006073,8004
1003,1003.012225151062,8004
1004,1004.0123791694641,8004
1005,1005.0080814361572,8004
1006,1006.0121021270752,8004
1007,1007.0121545791626,7946
1008,1008.0139284133911,8004
1009,1009.0120329856873,7996
1010,1010.0091316699982,8004
1011,1011.0122632980347,8004
1012,1012.0101215839386,8004
1013,1013.0119321346283,8004
1014,1014.012099981308,7956
1015,1015.0154495239258,8004
1016,1016.0123612880707,8004
1017,1017.0111622810364,7996
1018,1018.0118288993835,7996
1019,1019.0119872093201,7996
1020,1020.0128774642944,7996
1021,1021.0185868740082,7996
1022,1022.0122060775757,7996
1023,1023.011833190918,7996
1024,1024.013904094696,7996
1025,1025.0120253562927,7936
1026,1026.0087101459503,7996
1027,1027.011834859848,7996
1028,1028.0121004581451,7996
1029,1029.0119910240173,7996
1030,1030.0121505260468,7996
1031,1031.008556842804,7986
1032,1032.0118653774261,7956
1033,1033.0123362541199,7996
1034,1034.0119671821594,7996
1035,1035.0126984119415,7996
1036,1036.0109996795654,7986
1037,1037.0123324394226,7996
1038,1038.0121264457703,7996
1039,1039.0124983787537,7966
1040,1040.0130128860474,7996
1041,1041.0139186382294,7996
1042,1042.0127635002136,7996
1043,1043.0126926898956,7996
1044,1044.012811422348,7996
1045,1045.011619091034,7996
1046,1046.011533498764,7976
1047,1047.0128817558289,7996
1048,1048.0120468139648,7996
1049,1049.011827468872,7996
1050,1050.012903213501,7996
1051,1051.0120322704315,7908
1052,1052.0084602832794,7996
1053,1053.0129477977753,7996
1054,1054.0125033855438,7996
1055,1055.0148503780365,7996
1056,1056.0122706890106,7976
1057,1057.0090019702911,7996
1058,1058.0122661590576,7908
1059,1059.0119433403015,7996
1060,1060.0125977993011,7996
1061,1061.0121278762817,7966
1062,1062.0086071491241,7996
1063,1063.0117437839508,7996
1064,1064.0142624378204,7996
1065,1065.0119199752808,7996
1066,1066.0125064849854,7916
1067,1067.0131666660309,7996
1068,1068.01340675354,7996
1069,1069.0122292041779,7996
1070,1070.0149507522583,7996
1071,1071.0121712684631,7996
